specialty_id,specialty_name,service_id,service_name,service_desc,service_name_vn,service_desc_vn,is_advanced,intensity_level
11200,Palliative Care,11208,"Advanced Care Directives","Assistance in preparing advanced care directives, living wills, and durable power of attorney for healthcare decisions.","Chỉ đạo chăm sóc nâng cao","Hỗ trợ trong việc chuẩn bị chỉ đạo chăm sóc nâng cao, di chúc sống và quyền ủy quyền về quyết định chăm sóc sức khỏe bền vững.",No,3
11200,Palliative Care,11209,"Symptom Assessment and Management","Regular assessment and management of symptoms, including pain, nausea, and shortness of breath, to improve patient comfort.","Đánh giá và quản lý triệu chứng","Đánh giá định kỳ và quản lý các triệu chứng, bao gồm đau đớn, buồn nôn và khó thở, nhằm cải thiện sự thoải mái của bệnh nhân.",No,3
11200,Palliative Care,11210,"Holistic Well-being Planning","Comprehensive planning for the overall well-being of patients, addressing physical, emotional, and spiritual needs.","Lập kế hoạch cho sức khỏe toàn diện","Lập kế hoạch toàn diện cho sức khỏe tổng thể của bệnh nhân, bao gồm các nhu cầu về thể chất, tinh thần và tâm linh.",No,3
11300,Neurology,11301,"General Neurological Consultation","Comprehensive evaluation and consultation for neurological issues, including diagnosis and treatment recommendations.","Tư vấn nội thần kinh tổng quát","Đánh giá toàn diện và tư vấn về các vấn đề nội thần kinh, bao gồm chẩn đoán và đề xuất điều trị.",No,3
11300,Neurology,11302,"Epilepsy Management","Specialized care and management for individuals with epilepsy, including medication management and lifestyle recommendations.","Quản lý động kinh","Chăm sóc chuyên sâu và quản lý cho người mắc bệnh động kinh, bao gồm quản lý thuốc và đề xuất lối sống.",No,2
11300,Neurology,11303,"Headache and Migraine Management","Evaluation and management of headaches and migraines, including diagnosis, treatment, and preventive strategies.","Quản lý đau đầu và chứng đau nửa đầu","Đánh giá và quản lý đau đầu và chứng đau nửa đầu, bao gồm chẩn đoán, điều trị và chiến lược phòng ngừa.",No,2
11300,Neurology,11304,"Stroke Evaluation and Treatment","Rapid evaluation and intervention for stroke patients to minimize damage and optimize recovery.","Đánh giá và điều trị đột quỵ","Đánh giá và can thiệp nhanh chóng cho bệnh nhân mắc bệnh đột quỵ để giảm thiểu thiệt hại và tối ưu hóa phục hồi.",No,2
11300,Neurology,11305,"Neuropathy Management","Management of neuropathic conditions, addressing pain and discomfort associated with nerve damage.","Quản lý bệnh thần kinh ngoại biên","Quản lý các tình trạng thần kinh ngoại biên, giải quyết đau và khó chịu liên quan đến hỏng hóc thần kinh.",No,2
11300,Neurology,11306,"Movement Disorders","Diagnosis and management of movement disorders, including Parkinson's disease and essential tremor.","Chẩn đoán và quản lý rối loạn vận động","Chẩn đoán và quản lý các rối loạn vận động, bao gồm bệnh Parkinson và rung tay cơ bản.",No,2
11300,Neurology,11307,"Memory and Cognitive Assessment","Assessment of memory and cognitive function to diagnose and manage conditions like dementia and Alzheimer's disease.","Đánh giá trí nhớ và chức năng nhận thức","Đánh giá trí nhớ và chức năng nhận thức để chẩn đoán và quản lý các tình trạng như mất trí nhớ và bệnh Alzheimer.",No,3
11300,Neurology,11308,"Pediatric Neurology Consultation","Consultation and evaluation for neurological issues in children, including developmental delays and seizures.","Tư vấn nội thần kinh trẻ em","Tư vấn và đánh giá về các vấn đề nội thần kinh ở trẻ em, bao gồm trễ phát triển và cơn động kinh.",No,2
11300,Neurology,11309,"Neurological Testing and Imaging","Diagnostic testing and imaging, such as EEG, MRI, and CT scans, to assess neurological conditions.","Kiểm tra và hình ảnh nội thần kinh","Kiểm tra chẩn đoán và hình ảnh, chẳng hạn như EEG, MRI và CT scan, để đánh giá các tình trạng nội thần kinh.",No,2
11300,Neurology,11310,"Neurorehabilitation Services","Rehabilitation programs for patients with neurological conditions to regain function and improve quality of life.","Dịch vụ phục hồi nội thần kinh","Các chương trình phục hồi cho bệnh nhân mắc các tình trạng nội thần kinh để lấy lại chức năng và cải thiện chất lượng cuộc sống.",No,2
11400,Dermatology,11401,"Skin Examination and Diagnosis","Comprehensive skin examination and diagnosis of dermatological conditions, including rashes, moles, and skin lesions.","Kiểm tra da và chẩn đoán","Kiểm tra da toàn diện và chẩn đoán các tình trạng ngoại da, bao gồm các bệnh nổi mề đay, nốt ruồi và tổn thương da.",No,3
11400,Dermatology,11402,"Acne Treatment","Treatment plans for acne, including topical and oral medications, as well as skincare recommendations.","Điều trị mụn trứng cá","Kế hoạch điều trị mụn trứng cá, bao gồm thuốc sử dụng ngoài da và uống cũng như đề xuất chăm sóc da.",No,4
11400,Dermatology,11403,"Eczema Management","Management of eczema and related skin conditions, including itching and inflammation control.","Quản lý chàm","Quản lý chàm và các tình trạng da liên quan, bao gồm kiểm soát ngứa và viêm.",No,4
11400,Dermatology,11404,"Skin Cancer Screening","Screening and early detection of skin cancer, with recommendations for treatment and prevention.","Kiểm tra ung thư da","Kiểm tra và phát hiện sớm ung thư da, với đề xuất về điều trị và phòng ngừa.",No,2
11400,Dermatology,11405,"Psoriasis Treatment","Comprehensive treatment for psoriasis, including topical medications and phototherapy options.","Điều trị bệnh vẩy nến","Điều trị toàn diện cho bệnh vẩy nến, bao gồm các loại thuốc sử dụng ngoài da và tùy chọn xạ trị ánh sáng.",No,4
11400,Dermatology,11406,"Cosmetic Dermatology Services","Cosmetic dermatology services, including botox, fillers, and laser treatments for skin rejuvenation.","Dịch vụ thẩm mỹ da","Dịch vụ thẩm mỹ da, bao gồm botox, chất độn và điều trị bằng tia laser để làm trẻ hóa da.",No,4
11400,Dermatology,11407,"Hair and Scalp Evaluation","Evaluation and treatment for hair and scalp conditions, including hair loss and scalp disorders.","Đánh giá tóc và da đầu","Đánh giá và điều trị cho các tình trạng tóc và da đầu, bao gồm rụng tóc và các rối loạn da đầu.",No,4
11400,Dermatology,11408,"Pediatric Dermatology Consultation","Consultation and evaluation for dermatological issues in children, including pediatric skin conditions.","Tư vấn da liễu trẻ em","Tư vấn và đánh giá về các vấn đề da liễu ở trẻ em, bao gồm các tình trạng da liễu trẻ em.",No,4
11400,Dermatology,11409,"Wound Care and Scar Management","Treatment and management of wounds and scars to promote healing and minimize scarring.","Chăm sóc vết thương và quản lý sẹo","Điều trị và quản lý vết thương và sẹo để thúc đẩy làm lành và giảm thiểu vết sẹo.",No,4
11400,Dermatology,11410,"Dermatological Procedures","Dermatological procedures such as biopsies, cryotherapy, and excisions for diagnosis and treatment.","Các thủ thuật da liễu","Các thủ thuật da liễu như nội soi, tuyết đông học và loại bỏ vùng da để chẩn đoán và điều trị.",No,4
11500,Allergy and Immunology,11501,"Allergy Testing","Comprehensive allergy testing to identify allergens, including skin prick tests and blood tests.","Kiểm tra dị ứng","Kiểm tra dị ứng toàn diện để xác định chất gây dị ứng, bao gồm kiểm tra đốt da và kiểm tra máu.",No,3
11500,Allergy and Immunology,11502,"Asthma Management","Diagnosis and management of asthma, including personalized treatment plans and inhaler instructions.","Quản lý hen suyễn","Chẩn đoán và quản lý hen suyễn, bao gồm kế hoạch điều trị cá nhân hóa và hướng dẫn sử dụng hít thuốc.",No,3
11500,Allergy and Immunology,11503,"Immunization Consultation","Consultation regarding vaccinations and immunizations, including vaccine schedules and recommendations.","Tư vấn tiêm chủng","Tư vấn về tiêm chủng và miễn dịch, bao gồm lịch tiêm chủng và đề xuất.",No,3
11500,Allergy and Immunology,11504,"Food Allergy Management","Management of food allergies, including dietary advice and emergency plans for anaphylaxis.","Quản lý dị ứng thực phẩm","Quản lý dị ứng thực phẩm, bao gồm lời khuyên dinh dưỡng và kế hoạch cấp cứu cho hiện tượng phản vệ tinh mạch.",No,2
11500,Allergy and Immunology,11505,"Rhinitis and Sinusitis Treatment","Treatment for allergic rhinitis and sinusitis, including medication and nasal spray options.","Điều trị viêm mũi dị ứng và viêm xoang","Điều trị viêm mũi dị ứng và viêm xoang, bao gồm thuốc và tùy chọn xịt mũi.",No,3
11500,Allergy and Immunology,11506,"Drug Allergy Evaluation","Evaluation of drug allergies, including skin testing and desensitization procedures.","Đánh giá dị ứng thuốc","Đánh giá về dị ứng thuốc, bao gồm kiểm tra đốt da và quy trình giảm nhạy thuốc.",No,3
11500,Allergy and Immunology,11507,"Immunodeficiency Evaluation","Evaluation and diagnosis of immunodeficiency disorders, with treatment recommendations.","Đánh giá suy miễn dịch","Đánh giá và chẩn đoán các rối loạn suy miễn dịch, với đề xuất điều trị.",No,3
11500,Allergy and Immunology,11508,"Insect Allergy Testing","Testing and diagnosis of insect allergies, including bees, wasps, and ants.","Kiểm tra dị ứng côn trùng","Kiểm tra và chẩn đoán dị ứng côn trùng, bao gồm ong, bò sát và kiến.",No,3
11500,Allergy and Immunology,11509,"Travel Immunizations","Immunizations and travel health advice for individuals planning international travel.","Tiêm chủng du lịch","Tiêm chủng và lời khuyên về sức khỏe du lịch cho những người có kế hoạch đi du lịch quốc tế.",No,3
11500,Allergy and Immunology,11510,"Allergen Avoidance Strategies","Strategies for avoiding allergens in daily life, including allergen-free living recommendations.","Chiến lược tránh dị ứng","Chiến lược để tránh dị ứng trong cuộc sống hàng ngày, bao gồm đề xuất sống không có dị ứng.",No,3
11600,Interventional Radiology,11601,"Diagnostic Angiography","Angiography to diagnose vascular conditions and guide treatment decisions.","X-quang mạch máu chẩn đoán","X-quang mạch máu để chẩn đoán các tình trạng mạch máu và hướng dẫn quyết định điều trị.",No,2
11600,Interventional Radiology,11602,"Minimally Invasive Procedures","Minimally invasive interventional procedures, such as angioplasty and stent placement.","Các thủ thuật ít xâm lấn","Các thủ thuật can thiệp ít xâm lấn, chẳng hạn như nở mạch và đặt stent.",No,3
11600,Interventional Radiology,11603,"Tumor Embolization","Embolization procedures to treat tumors by blocking blood flow to the tumor site.","Thủ thuật tắc mạch u nang","Các thủ thuật tắc mạch để điều trị u nang bằng cách chặn dòng máu tới nơi u nang.",No,2
11600,Interventional Radiology,11604,"Vascular Stent Placement","Placement of vascular stents to treat narrowed or blocked blood vessels.","Đặt stent mạch máu","Đặt stent mạch máu để điều trị các mạch máu bị co lại hoặc bị tắc nghẽn.",No,2
11600,Interventional Radiology,11605,"Varicose Vein Treatment","Treatment of varicose veins through minimally invasive procedures and sclerotherapy.","Điều trị tĩnh mạch biến dạng","Điều trị tĩnh mạch biến dạng thông qua các thủ thuật ít xâm lấn và quá trình tiêm thuốc làm cứng tĩnh mạch.",No,2
11600,Interventional Radiology,11606,"Biopsy Procedures","Minimally invasive biopsy procedures for tissue sample collection and diagnosis.","Các thủ thuật nội soi","Các thủ thuật nội soi ít xâm lấn để thu thập mẫu mô và chẩn đoán.",No,2
11600,Interventional Radiology,11607,"Uterine Fibroid Embolization","Embolization to treat uterine fibroids by blocking their blood supply, reducing symptoms.","Tắc mạch u tử cung","Tắc mạch để điều trị u tử cung bằng cách chặn nguồn máu, giảm triệu chứng.",No,2
11600,Interventional Radiology,11608,"Central Venous Access Placement","Placement of central venous catheters for medication administration and blood draws.","Đặt ống trung tâm qua mạch máu","Đặt ống trung tâm qua mạch máu để tiêm thuốc và rút máu.",No,2
11600,Interventional Radiology,11609,"Biliary Drainage Procedures","Interventions for biliary drainage in cases of obstructed bile ducts and related issues.","Các thủ thuật dẫn mật","Can thiệp dẫn mật trong trường hợp ống mật bị tắc và các vấn đề liên quan.",No,2
11600,Interventional Radiology,11610,"Peripheral Artery Disease Management","Management of peripheral artery disease through endovascular procedures and stent placement.","Quản lý bệnh mạch ngoại biên","Quản lý bệnh mạch ngoại biên thông qua các thủ thuật nội soi và đặt stent.",No,2
11700,Proctology,11701,"Hemorrhoid Treatment","Treatment for hemorrhoids, including minimally invasive procedures and lifestyle recommendations.","Điều trị trĩ","Điều trị trĩ, bao gồm các thủ thuật ít xâm lấn và đề xuất lối sống.",No,3
11700,Proctology,11702,"Anal Fissure Management","Management of anal fissures, including dietary advice and topical treatments.","Quản lý rạn nứt hậu môn","Quản lý rạn nứt hậu môn, bao gồm lời khuyên dinh dưỡng và các biện pháp điều trị ngoài da.",No,2
11700,Proctology,11703,"Pilonidal Cyst Treatment","Treatment of pilonidal cysts, including drainage procedures and surgical removal.","Điều trị u nang nách","Điều trị u nang nách, bao gồm các thủ thuật thủ tiêm và loại bỏ phẫu thuật.",No,2
11700,Proctology,11704,"Anorectal Abscess Care","Care for anorectal abscesses, including incision and drainage as necessary.","Chăm sóc ác quản hậu môn","Chăm sóc ác quản hậu môn, bao gồm việc mở và dẫn nước cần thiết.",No,2
11700,Proctology,11705,"Rectal Polyp Removal","Removal of rectal polyps through endoscopy or surgical procedures as needed.","Loại bỏ polyp hậu môn","Loại bỏ polyp hậu môn thông qua nội soi hoặc phẫu thuật khi cần.",No,2
11700,Proctology,11706,"Anal Cancer Screening","Screening for anal cancer, including anal Pap tests and imaging when indicated.","Kiểm tra ung thư hậu môn","Kiểm tra ung thư hậu môn, bao gồm xét nghiệm Pap hậu môn và hình ảnh khi cần thiết.",No,2
11700,Proctology,11707,"Anal Fistula Management","Management of anal fistulas, including surgical repair and ongoing care.","Quản lý túi mở hậu môn","Quản lý túi mở hậu môn, bao gồm phẫu thuật sửa chữa và chăm sóc liên tục.",No,2
11700,Proctology,11708,"Rectal Bleeding Evaluation","Evaluation and diagnosis of rectal bleeding causes, with appropriate treatment recommendations.","Đánh giá chảy máu hậu môn","Đánh giá và chẩn đoán nguyên nhân gây chảy máu hậu môn, với đề xuất điều trị phù hợp.",No,3
11700,Proctology,11709,"Anal Wart Treatment","Treatment for anal warts, including topical treatments and wart removal procedures.","Điều trị mụn cào hậu môn","Điều trị mụn cào hậu môn, bao gồm các phương pháp điều trị ngoài da và loại bỏ mụn cào.",No,3
11700,Proctology,11710,"Fecal Incontinence Management","Management of fecal incontinence with personalized care plans and therapies.","Quản lý không kiểm soát phân","Quản lý không kiểm soát phân với kế hoạch chăm sóc và liệu pháp cá nhân hóa.",No,2
11800,Pulmonology,11801,"Asthma Diagnosis and Management","Diagnosis and management of asthma, including lung function tests and inhaler guidance.","Chẩn đoán và quản lý hen suyễn","Chẩn đoán và quản lý hen suyễn, bao gồm xét nghiệm chức năng phổi và hướng dẫn sử dụng hít thuốc.",No,3
11800,Pulmonology,11802,"Chronic Obstructive Pulmonary Disease (COPD) Care","Comprehensive care and treatment for COPD, including inhaler instructions and oxygen therapy.","Quản lý bệnh mạch phổi tắc nghẽn mãn tính (COPD)","Quản lý bệnh mạch phổi tắc nghẽn mãn tính (COPD) toàn diện và điều trị, bao gồm hướng dẫn sử dụng hít thuốc và oxy hóa.",No,2
11800,Pulmonology,11803,"Lung Cancer Screening","Screening for lung cancer, including low-dose CT scans and risk assessment.","Kiểm tra ung thư phổi","Kiểm tra ung thư phổi, bao gồm siêu âm CT liều thấp và đánh giá rủi ro.",No,2
11800,Pulmonology,11804,"Sleep Disorders Diagnosis","Diagnosis and evaluation of sleep disorders, such as sleep apnea, with sleep studies.","Chẩn đoán rối loạn ngủ","Chẩn đoán và đánh giá rối loạn ngủ, chẳng hạn như ngưng thở trong giấc ngủ, bằng các nghiên cứu về giấc ngủ.",No,4
11800,Pulmonology,11805,"Pulmonary Function Testing","Lung function testing to assess breathing capacity and identify lung conditions.","Kiểm tra chức năng phổi","Kiểm tra chức năng phổi để đánh giá khả năng hô hấp và xác định các bệnh phổi.",No,3
11800,Pulmonology,11806,"Smoking Cessation Support","Support and programs to help individuals quit smoking and improve lung health.","Hỗ trợ cai thuốc lá","Hỗ trợ và chương trình để giúp người cai thuốc lá và cải thiện sức khỏe phổi.",No,4
11800,Pulmonology,11807,"Pulmonary Rehabilitation","Rehabilitation programs for individuals with chronic lung conditions to improve lung function.","Phục hồi chức năng phổi","Chương trình phục hồi chức năng phổi cho những người có bệnh phổi mãn tính để cải thiện chức năng phổi.",No,3
11800,Pulmonology,11808,"Cystic Fibrosis Management","Comprehensive care for individuals with cystic fibrosis, including airway clearance techniques.","Quản lý nắng bệnh xơ phổi","Chăm sóc toàn diện cho người có bệnh xơ phổi, bao gồm kỹ thuật làm sạch đường hô hấp.",No,2
11800,Pulmonology,11809,"Bronchoscopy Procedures","Diagnostic and therapeutic bronchoscopy procedures to evaluate and treat lung issues.","Các thủ thuật nội soi phế quản","Các thủ thuật nội soi chẩn đoán và điều trị để đánh giá và điều trị vấn đề phổi.",No,2
11800,Pulmonology,11810,"Lung Infection Treatment","Treatment for lung infections, including antibiotic therapy and chest physiotherapy.","Điều trị nhiễm trùng phổi","Điều trị nhiễm trùng phổi, bao gồm liệu pháp kháng sinh và vận động thực hiện hô hấp.",No,2
11900,Medical Oncology,11901,"Cancer Diagnosis and Staging","Diagnosis of cancer types and staging to determine the extent and treatment plan.","Chẩn đoán và đánh giá mức độ ung thư","Chẩn đoán các loại ung thư và đánh giá mức độ để xác định phác đồ điều trị.",No,2
11900,Medical Oncology,11902,"Chemotherapy Treatment","Chemotherapy treatments tailored to specific cancer types and stages.","Điều trị hóa trị","Các liệu pháp hóa trị được điều chỉnh cho từng loại ung thư cụ thể và mức độ.",No,0
11900,Medical Oncology,11903,"Immunotherapy","Immunotherapy for cancer, including immune checkpoint inhibitors and targeted therapy.","Immunotherapy cho ung thư","Immunotherapy cho ung thư, bao gồm các chất ức chế điểm kiểm soát miễn dịch và điều trị nhắm mục tiêu.",No,0
11900,Medical Oncology,11904,"Radiation Therapy","External and internal radiation therapy for cancer treatment, with personalized plans.","Điều trị bằng tia X","Điều trị ung thư bằng tia X từ ngoài và từ bên trong, với kế hoạch cá nhân hóa.",No,0
11900,Medical Oncology,11905,"Cancer Surgery Consultation","Consultations for cancer surgery, including surgical recommendations and planning.","Tư vấn phẫu thuật ung thư","Tư vấn về phẫu thuật ung thư, bao gồm đề xuất và lập kế hoạch phẫu thuật.",No,2
11900,Medical Oncology,11906,"Palliative Care for Cancer Patients","Palliative care services to improve the quality of life for cancer patients.","Chăm sóc giảm nhẹ cho bệnh nhân ung thư","Các dịch vụ chăm sóc giảm nhẹ để cải thiện chất lượng cuộc sống cho bệnh nhân ung thư.",No,2
11900,Medical Oncology,11907,"Clinical Trials Participation","Participation in clinical trials for experimental cancer treatments and research.","Tham gia thử nghiệm lâm sàng","Tham gia các thử nghiệm lâm sàng để thử nghiệm các liệu pháp điều trị ung thư thử nghiệm và nghiên cứu.",No,2
11900,Medical Oncology,11908,"Cancer Genetic Counseling","Genetic counseling to assess cancer risk and provide recommendations.","Tư vấn di truyền ung thư","Tư vấn di truyền để đánh giá rủi ro ung thư và đưa ra đề xuất.",No,2
11900,Medical Oncology,11909,"Cancer Survivorship Programs","Programs and support for cancer survivors to manage post-treatment challenges.","Chương trình dành cho người sống sót sau ung thư","Chương trình và hỗ trợ cho người sống sót sau ung thư để quản lý các thách thức sau điều trị.",No,2
11900,Medical Oncology,11910,"Targeted Therapy","Targeted therapy for specific cancer types with drugs that target cancer cell functions.","Điều trị nhắm mục tiêu","Điều trị nhắm mục tiêu cho các loại ung thư cụ thể bằng các loại thuốc nhắm mục tiêu chức năng tế bào ung thư.",No,0
12100,Hematology,12101,"Blood Disorders Diagnosis","Diagnosis of various blood disorders, including anemia, clotting disorders, and blood cancers.","Chẩn đoán các rối loạn máu","Chẩn đoán các rối loạn máu khác nhau, bao gồm thiếu máu, rối loạn đông máu và các bệnh ung thư máu.",No,2
12100,Hematology,12102,"Hemophilia Management","Comprehensive care and treatment for individuals with hemophilia, including clotting factor replacement.","Quản lý bệnh đông máu giảm","Chăm sóc và điều trị toàn diện cho người mắc bệnh đông máu giảm, bao gồm thay thế yếu tố đông máu.",No,2
12100,Hematology,12103,"Iron-deficiency Anemia Treatment","Treatment for iron-deficiency anemia, including iron supplementation and dietary advice.","Điều trị thiếu máu sắt","Điều trị thiếu máu sắt, bao gồm bổ sung sắt và lời khuyên dinh dưỡng.",No,2
12100,Hematology,12104,"Leukemia Diagnosis and Care","Diagnosis and care for various types of leukemia, with personalized treatment plans.","Chẩn đoán và quản lý bệnh bạch cầu","Chẩn đoán và quản lý các loại bạch cầu khác nhau, với kế hoạch điều trị cá nhân hóa.",No,2
12100,Hematology,12105,"Thalassemia Treatment","Comprehensive care and treatment for individuals with thalassemia, including blood transfusions.","Quản lý bệnh thiếu máu thalassemia","Chăm sóc và điều trị toàn diện cho người mắc bệnh thiếu máu thalassemia, bao gồm truyền máu.",No,2
12100,Hematology,12106,"Myeloma Treatment","Treatment for multiple myeloma, including chemotherapy, stem cell transplantation, and targeted therapy.","Điều trị bệnh u tủy","Điều trị bệnh u tủy, bao gồm hóa trị, cấy tủy xương và điều trị nhắm mục tiêu.",No,0
12100,Hematology,12107,"Platelet Disorders Management","Management of platelet disorders, including medications and lifestyle recommendations.","Quản lý rối loạn tiểu cầu","Quản lý rối loạn tiểu cầu, bao gồm thuốc và đề xuất lối sống.",No,1
12100,Hematology,12108,"Sickle Cell Disease Care","Comprehensive care for individuals with sickle cell disease, including pain management and hydroxyurea treatment.","Chăm sóc bệnh bạch cầu hình lưỡi hái","Chăm sóc toàn diện cho người mắc bệnh bạch cầu hình lưỡi hái, bao gồm quản lý đau và điều trị hydroxyurea.",No,2
12100,Hematology,12109,"Lymphoma Diagnosis and Treatment","Diagnosis and treatment of lymphoma, including chemotherapy and immunotherapy options.","Chẩn đoán và điều trị bệnh hạch cầu","Chẩn đoán và điều trị bệnh hạch cầu, bao gồm lựa chọn hóa trị và cách điều trị miễn dịch.",No,1
12100,Hematology,12110,"Hemoglobinopathy Screening","Screening for hemoglobinopathies, such as sickle cell anemia and thalassemia.","Kiểm tra bệnh họ sắt","Kiểm tra bệnh họ sắt, chẳng hạn như bệnh bạch cầu hình lưỡi hái và thiếu máu thalassemia.",No,1
12200,Dietetics,12201,"Nutritional Assessment","Comprehensive assessment of dietary habits and nutritional status for personalized recommendations.","Đánh giá dinh dưỡng","Đánh giá toàn diện về thói quen ăn uống và tình trạng dinh dưỡng để đưa ra đề xuất cá nhân hóa.",No,4
12200,Dietetics,12202,"Weight Management","Personalized weight management plans, including diet and exercise recommendations.","Quản lý cân nặng","Kế hoạch quản lý cân nặng cá nhân hóa, bao gồm đề xuất dinh dưỡng và tập thể dục.",No,4
12200,Dietetics,12203,"Sports Nutrition","Nutrition advice and meal plans for athletes and active individuals to optimize performance.","Dinh dưỡng thể thao","Lời khuyên dinh dưỡng và kế hoạch bữa ăn dành cho vận động viên và người hoạt động để tối ưu hóa hiệu suất.",No,4
12200,Dietetics,12204,"Pediatric Nutrition","Nutritional guidance for children and infants to ensure healthy growth and development.","Dinh dưỡng trẻ em","Hướng dẫn dinh dưỡng cho trẻ em và trẻ sơ sinh để đảm bảo sự phát triển khỏe mạnh.",No,4
12200,Dietetics,12205,"Eating Disorder Support","Support and counseling for individuals with eating disorders, including anorexia and bulimia.","Hỗ trợ rối loạn ăn uống","Hỗ trợ và tư vấn cho người mắc rối loạn ăn uống, bao gồm loạn ăn và loạn nôn.",No,4
12200,Dietetics,12206,"Gastrointestinal Diet Management","Dietary management for gastrointestinal conditions, including irritable bowel syndrome and celiac disease.","Quản lý dinh dưỡng dạ dày ruột","Quản lý dinh dưỡng cho các tình trạng dạ dày ruột, bao gồm hội chứng ruột kích thích và bệnh celiac.",No,4
